,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
1461,RATNAMANI,EQ,1658.35,1659.65,1601.95,1644.25,1646.0,1600.05,26670,43495224.05,04-JAN-2021,2442,INE703B01027
1462,RAYMOND,EQ,344.6,354.45,344.25,347.35,347.8,342.95,1536559,537413464.45,04-JAN-2021,21240,INE301A01014
1463,RBL,EQ,779.9,789.0,776.0,779.15,783.0,778.8,7008,5469274.15,04-JAN-2021,584,INE244J01017
1464,RBLBANK,EQ,233.3,240.9,231.6,239.6,239.0,231.05,17569997,4146515879.65,04-JAN-2021,94489,INE976G01028
1465,RCF,EQ,55.4,55.8,54.05,54.35,54.2,54.05,3979622,217470772.65,04-JAN-2021,12023,INE027A01015
1466,RCOM,EQ,2.05,2.15,2.0,2.1,2.15,2.05,39387589,82782695.6,04-JAN-2021,13345,INE330H01018
1467,RECLTD,EQ,136.45,137.7,134.2,137.4,137.1,134.7,3890544,529547327.65,04-JAN-2021,14327,INE020B01018
1477,REDINGTON,EQ,134.25,135.0,133.05,134.35,134.5,133.55,172925,23208453.8,04-JAN-2021,5819,INE891D01026
1479,RELAXO,EQ,831.5,849.8,829.5,837.15,836.3,828.35,440373,369996801.85,04-JAN-2021,17142,INE131B01039
1481,RELIANCE,EQ,1995.1,1998.9,1968.0,1990.85,1990.25,1987.5,11312992,22429227856.7,04-JAN-2021,316871,INE002A01018
1483,RELIGARE,EQ,71.25,72.75,70.0,72.3,72.5,70.65,1248341,89383403.7,04-JAN-2021,5160,INE621H01010
1484,RELINFRA,EQ,28.75,28.9,28.1,28.9,28.9,27.55,4364971,125511134.35,04-JAN-2021,7455,INE036A01016
1485,REMSONSIND,EQ,118.1,124.7,117.35,122.05,122.7,115.95,57553,6943592.9,04-JAN-2021,1228,INE474C01015
1486,RENUKA,EQ,12.0,12.25,11.7,11.85,11.95,11.95,3492349,41684929.45,04-JAN-2021,3360,INE087H01022
1487,REPCOHOME,EQ,241.5,247.5,241.5,243.45,244.1,241.2,303870,74195177.75,04-JAN-2021,9090,INE612J01015
1488,REPL,EQ,119.9,123.8,117.35,120.3,120.0,118.05,30530,3672693.2,04-JAN-2021,199,INE364Z01019
1489,REPRO,EQ,408.5,408.5,398.8,403.2,400.1,403.55,2753,1110730.45,04-JAN-2021,260,INE461B01014
1490,RESPONIND,EQ,190.0,195.1,187.0,188.85,187.1,187.25,104710,19974778.65,04-JAN-2021,1693,INE688D01026
1491,REVATHI,EQ,480.0,556.05,480.0,556.05,556.05,463.4,40479,22037853.05,04-JAN-2021,1135,INE617A01013
1492,RGL,EQ,285.05,307.75,282.65,306.65,306.85,285.05,47770,14346742.45,04-JAN-2021,1483,INE722H01016
1497,RICOAUTO,EQ,36.55,37.2,35.65,36.85,37.05,36.4,617863,22590880.2,04-JAN-2021,2712,INE209B01025
1498,RIIL,EQ,406.0,408.9,393.55,400.1,401.0,404.6,181413,72860187.0,04-JAN-2021,4659,INE046A01015
1499,RITES,EQ,275.0,277.0,272.7,274.8,274.75,272.45,531554,145915573.9,04-JAN-2021,9451,INE320J01015
1500,RKDL,EQ,9.25,9.5,8.4,9.15,9.25,9.2,30042,272607.3,04-JAN-2021,168,INE722J01012
1501,RKEC,EQ,46.25,50.0,46.25,48.75,48.5,48.4,17213,844438.2,04-JAN-2021,213,INE786W01010
1502,RKFORGE,EQ,487.7,487.7,476.15,478.95,481.25,473.45,18236,8758316.5,04-JAN-2021,928,INE399G01015
1505,RML,EQ,270.6,274.95,264.05,266.55,267.3,268.1,13618,3655631.35,04-JAN-2021,508,INE050H01012
1506,RNAVAL,EQ,3.15,3.3,3.15,3.25,3.3,3.2,4455865,14460210.65,04-JAN-2021,1980,INE542F01012
1508,ROHLTD,EQ,79.05,79.95,73.65,76.75,76.8,78.9,181511,13950990.25,04-JAN-2021,1695,INE283H01019
1510,ROLTA,EQ,6.15,6.2,5.9,6.1,6.15,5.95,1064455,6516063.0,04-JAN-2021,9904,INE293A01013
1511,ROML,EQ,53.1,53.1,53.1,53.1,53.1,50.6,1425,75667.5,04-JAN-2021,22,INE294G01026
1512,ROSSARI,EQ,945.0,945.5,918.9,928.45,930.0,936.05,105914,98630878.7,04-JAN-2021,4435,INE02A801020
1513,ROSSELLIND,EQ,128.75,129.0,125.55,126.45,127.2,126.75,8871,1128110.4,04-JAN-2021,370,INE847C01020
1514,ROUTE,EQ,1117.3,1198.0,1117.3,1186.25,1193.05,1112.0,726939,843852319.4,04-JAN-2021,32182,INE450U01017
1515,RPGLIFE,EQ,378.25,380.75,374.0,375.85,375.4,375.65,55654,20995195.05,04-JAN-2021,1570,INE105J01010
1517,RPPINFRA,EQ,58.0,66.75,55.75,66.65,66.75,55.65,928521,59483914.4,04-JAN-2021,4035,INE324L01013
1519,RSSOFTWARE,EQ,31.1,31.1,31.1,31.1,31.1,28.3,109502,3405512.2,04-JAN-2021,238,INE165B01029
1521,RSYSTEMS,EQ,120.35,121.35,119.0,120.8,120.95,120.3,21462,2580403.35,04-JAN-2021,615,INE411H01032
1522,RTNINFRA,EQ,6.9,7.1,6.7,7.05,7.1,6.8,1001768,7036902.75,04-JAN-2021,1394,INE834M01019
1523,RTNPOWER,EQ,2.45,2.8,2.4,2.8,2.8,2.35,175827878,469509366.05,04-JAN-2021,29947,INE399K01017
1524,RUBYMILLS,EQ,200.9,205.95,195.2,200.15,200.0,200.5,12480,2496739.1,04-JAN-2021,464,INE301D01026
1528,RUPA,EQ,314.0,318.0,290.0,308.8,307.75,310.95,280320,85749622.75,04-JAN-2021,6690,INE895B01021
1529,RUSHIL,EQ,145.95,160.5,144.0,160.5,160.5,145.95,131030,20344170.1,04-JAN-2021,2320,INE573K01017
1531,RVHL,EQ,26.5,28.2,22.5,26.45,26.4,23.5,632832,16548442.35,04-JAN-2021,3263,INE09E501017
1532,RVNL,EQ,24.25,24.25,23.6,24.05,24.1,23.9,10546369,252986243.65,04-JAN-2021,14523,INE415G01027
1536,SADBHAV,EQ,64.0,64.9,63.0,64.5,64.65,63.3,1226709,78175327.9,04-JAN-2021,4226,INE226H01026
1537,SADBHIN,EQ,21.8,21.8,20.5,21.2,21.2,21.35,402843,8555704.95,04-JAN-2021,1103,INE764L01010
1538,SAFARI,EQ,538.0,538.0,520.0,532.2,529.0,529.05,10658,5643709.9,04-JAN-2021,1024,INE429E01023
1540,SAGCEM,EQ,658.05,666.0,650.0,661.55,664.0,654.75,16791,11082227.85,04-JAN-2021,1190,INE229C01013
1541,SAIL,EQ,75.5,80.05,75.5,79.3,79.6,74.5,96199002,7474068764.75,04-JAN-2021,163454,INE114A01011
1542,SAKAR,EQ,97.5,113.75,97.5,106.65,106.0,97.45,318554,34258014.25,04-JAN-2021,1855,INE732S01012
1543,SAKHTISUG,EQ,10.75,10.75,10.1,10.35,10.3,10.4,172484,1786379.15,04-JAN-2021,395,INE623A01011
1544,SAKSOFT,EQ,386.0,393.25,380.75,381.65,381.9,388.2,43216,16574472.05,04-JAN-2021,1527,INE667G01015
1545,SAKUMA,EQ,8.2,8.35,8.0,8.05,8.1,7.95,904134,7364572.65,04-JAN-2021,1066,INE190H01024
1546,SALASAR,EQ,244.0,247.0,241.25,244.2,242.0,241.05,53682,13066835.55,04-JAN-2021,644,INE170V01019
1547,SALONA,EQ,79.25,79.25,75.25,77.75,75.55,75.5,2763,217417.3,04-JAN-2021,60,INE498E01010
1548,SALSTEEL,EQ,4.3,4.4,4.15,4.4,4.4,4.2,193585,839703.15,04-JAN-2021,252,INE658G01014
1549,SALZERELEC,EQ,129.75,137.0,127.9,132.05,134.3,129.15,195487,25916037.2,04-JAN-2021,2181,INE457F01013
1550,SAMBHAAV,EQ,2.35,2.35,2.2,2.3,2.35,2.25,40982,94316.2,04-JAN-2021,90,INE699B01027
1551,SANCO,EQ,13.35,13.95,13.2,13.4,13.4,13.45,56967,776920.45,04-JAN-2021,147,INE782L01012
1552,SANDESH,EQ,640.0,650.0,628.85,645.0,650.0,633.1,1571,1004993.55,04-JAN-2021,267,INE583B01015
1553,SANDHAR,EQ,232.0,232.7,228.0,229.05,228.25,228.8,24641,5649042.0,04-JAN-2021,1434,INE278H01035
1554,SANGAMIND,EQ,79.6,81.7,78.0,79.95,80.85,78.05,26057,2091268.0,04-JAN-2021,395,INE495C01010
1555,SANGHIIND,EQ,35.85,36.2,34.65,34.95,34.95,35.5,1823263,64650556.35,04-JAN-2021,6426,INE999B01013
1557,SANGHVIMOV,EQ,116.8,118.1,115.3,116.9,117.9,114.9,62815,7351379.15,04-JAN-2021,879,INE989A01024
1558,SANGINITA,EQ,28.95,28.95,27.1,27.9,27.75,28.4,71514,1999123.05,04-JAN-2021,435,INE753W01010
1559,SANOFI,EQ,8320.0,8400.0,8220.0,8322.15,8320.0,8271.3,17502,145585694.2,04-JAN-2021,5419,INE058A01010
1561,SARDAEN,EQ,341.95,384.0,341.0,375.2,373.0,339.5,571506,211099298.85,04-JAN-2021,15950,INE385C01013
1562,SAREGAMA,EQ,833.0,844.4,817.15,828.9,826.0,831.05,19400,16115179.35,04-JAN-2021,1775,INE979A01017
1563,SARLAPOLY,EQ,25.0,26.4,24.6,25.75,25.5,24.45,650091,16650201.9,04-JAN-2021,2168,INE453D01025
1565,SASKEN,EQ,826.7,847.95,805.0,812.6,808.1,818.75,54067,44693628.8,04-JAN-2021,2707,INE231F01020
1566,SASTASUNDR,EQ,129.9,130.9,126.05,127.05,126.6,128.25,22127,2829482.1,04-JAN-2021,468,INE019J01013
1568,SATIA,EQ,93.9,95.0,91.6,92.5,92.3,92.45,180254,16789219.7,04-JAN-2021,1752,INE170E01023
1569,SATIN,EQ,75.4,78.0,73.5,77.15,77.0,74.3,333780,25519385.35,04-JAN-2021,2441,INE836B01017
1571,SBICARD,EQ,853.8,897.0,853.8,888.25,888.9,852.85,2897219,2537178494.85,04-JAN-2021,105238,INE018E01016
1572,SBIETFIT,EQ,250.0,252.99,245.0,251.83,252.99,244.6,4467,1116062.78,04-JAN-2021,126,INF200KA1S14
1573,SBIETFPB,EQ,176.0,176.0,170.55,172.39,172.39,172.65,4229,725228.51,04-JAN-2021,63,INF200KA1S22
1574,SBIETFQLTY,EQ,127.95,129.0,125.7,127.7,127.78,125.7,8405,1068534.49,04-JAN-2021,166,INF200KA1WX6
1575,SBILIFE,EQ,900.0,917.0,894.5,911.4,915.15,895.4,1028233,929459397.7,04-JAN-2021,29430,INE123W01016
1576,SBIN,EQ,281.85,283.9,277.75,281.05,281.1,279.4,31450608,8850464058.45,04-JAN-2021,171760,INE062A01020
1579,SCAPDVR,EQ,1.4,1.45,1.35,1.4,1.45,1.35,223106,319994.35,04-JAN-2021,142,INE224E01036
1580,SCHAEFFLER,EQ,4625.0,4700.0,4540.15,4637.9,4669.05,4602.8,15150,69852682.05,04-JAN-2021,5265,INE513A01014
1581,SCHAND,EQ,72.4,72.45,69.0,70.75,71.25,69.8,326934,23136702.05,04-JAN-2021,1683,INE807K01035
1582,SCHNEIDER,EQ,86.1,90.05,85.2,89.6,89.3,85.7,1095688,96436703.4,04-JAN-2021,6159,INE839M01018
1583,SCI,EQ,89.5,93.7,89.3,90.85,91.0,88.45,7026875,640050911.5,04-JAN-2021,30396,INE109A01011
1584,SDBL,EQ,32.95,33.25,32.3,32.7,32.55,32.5,176924,5787308.25,04-JAN-2021,918,INE480C01020
1585,SEAMECLTD,EQ,459.4,470.9,451.65,457.9,458.0,451.95,116027,53518663.85,04-JAN-2021,807,INE497B01018
1588,SELAN,EQ,126.3,128.25,120.85,125.95,125.6,123.85,170555,21374834.75,04-JAN-2021,3973,INE818A01017
1590,SEPOWER,EQ,3.55,3.55,3.5,3.55,3.55,3.4,70791,251086.35,04-JAN-2021,131,INE735M01018
1591,SEQUENT,EQ,171.0,181.9,169.1,180.65,181.0,169.95,2619811,462048861.35,04-JAN-2021,21998,INE807F01027
1592,SESHAPAPER,EQ,154.2,161.2,154.2,157.65,157.3,154.2,139025,21997056.7,04-JAN-2021,2098,INE630A01024
1593,SETCO,EQ,12.1,12.4,11.95,12.0,12.05,11.95,92696,1119890.85,04-JAN-2021,249,INE878E01021
1594,SETF10GILT,EQ,209.34,209.34,202.11,203.01,203.01,203.25,29112,5909774.44,04-JAN-2021,23,INF200KA1JT1
1595,SETFGOLD,EQ,4569.95,4569.95,4522.5,4561.6,4564.95,4487.95,10003,45455203.75,04-JAN-2021,1555,INF200K01099
1596,SETFNIF50,EQ,151.98,151.98,145.0,146.72,146.85,145.36,124128,18154796.69,04-JAN-2021,1560,INF200KA1FS1
1597,SETFNIFBK,EQ,310.0,314.39,308.95,311.75,311.55,310.87,41406,12900028.07,04-JAN-2021,826,INF200KA1580
1598,SETFNN50,EQ,340.0,344.97,337.0,343.72,344.91,338.37,11425,3913276.57,04-JAN-2021,471,INF200KA1598
1600,SEYAIND,EQ,69.95,71.85,67.15,67.95,67.8,69.95,52964,3676275.9,04-JAN-2021,1223,INE573R01012
1602,SFL,EQ,1800.0,1850.0,1785.35,1832.4,1840.0,1796.65,26263,47976547.15,04-JAN-2021,3127,INE916U01025
1645,SGL,EQ,8.9,10.35,8.15,10.35,10.35,8.65,677877,6702670.3,04-JAN-2021,1018,INE353H01010
1646,SHAHALLOYS,EQ,9.25,9.5,9.25,9.4,9.45,9.25,6646,62081.8,04-JAN-2021,46,INE640C01011
1648,SHALBY,EQ,110.1,117.0,110.1,112.65,111.0,108.85,856600,96880789.4,04-JAN-2021,8205,INE597J01018
1649,SHALPAINTS,EQ,92.9,92.9,88.85,89.25,89.25,89.85,136969,12300171.7,04-JAN-2021,1566,INE849C01026
1650,SHANKARA,EQ,352.2,358.0,348.0,349.05,349.0,351.75,61526,21618620.85,04-JAN-2021,1559,INE274V01019
1651,SHANTIGEAR,EQ,122.05,123.5,121.55,122.0,122.3,121.9,46736,5716862.4,04-JAN-2021,832,INE631A01022
1652,SHARDACROP,EQ,283.0,283.0,273.0,277.95,277.85,269.2,43836,12147995.25,04-JAN-2021,1533,INE221J01015
1653,SHARDAMOTR,EQ,2045.0,2141.0,2007.45,2081.45,2100.0,2035.65,26326,54710167.35,04-JAN-2021,3480,INE597I01010
1654,SHAREINDIA,EQ,187.9,191.05,180.0,186.6,186.55,183.35,40092,7411829.9,04-JAN-2021,906,INE932X01018
1655,SHARIABEES,EQ,358.0,362.78,356.5,361.86,361.5,355.18,568,204040.07,04-JAN-2021,57,INF732E01128
1657,SHIL,EQ,167.0,175.55,164.25,175.55,175.55,159.6,218042,37545230.7,04-JAN-2021,1651,INE05AN01011
1658,SHILPAMED,EQ,448.0,459.95,441.65,454.95,455.15,446.3,449932,204151860.9,04-JAN-2021,11823,INE790G01031
1660,SHIVAMAUTO,EQ,20.85,21.15,20.5,20.7,20.75,20.8,81078,1684073.35,04-JAN-2021,366,INE637H01024
1661,SHIVAMILLS,EQ,33.8,36.45,32.0,35.95,35.6,32.4,186392,6518951.3,04-JAN-2021,1448,INE644Y01017
1662,SHIVATEX,EQ,120.95,124.85,118.2,123.8,120.8,118.95,15224,1884041.95,04-JAN-2021,270,INE705C01020
1663,SHK,EQ,123.5,126.5,123.35,124.7,124.6,123.05,501251,62598558.6,04-JAN-2021,16594,INE500L01026
1664,SHOPERSTOP,EQ,207.3,209.0,203.9,206.6,206.5,205.65,151923,31399477.35,04-JAN-2021,2648,INE498B01024
1665,SHRADHA,EQ,66.0,68.05,66.0,68.0,68.0,66.7,471,31336.9,04-JAN-2021,16,INE715Y01015
1666,SHREDIGCEM,EQ,62.1,62.6,60.6,60.9,60.95,61.55,768727,47419485.15,04-JAN-2021,3417,INE232A01011
1667,SHREECEM,EQ,24140.0,24225.0,23862.0,24034.2,24089.0,23950.3,39942,960960248.95,04-JAN-2021,13790,INE070A01015
1668,SHREEPUSHK,EQ,140.0,149.4,139.15,145.1,143.8,138.35,484802,70312114.05,04-JAN-2021,6722,INE712K01011
1669,SHREERAMA,EQ,8.2,8.55,8.0,8.25,8.25,8.2,87955,725200.7,04-JAN-2021,206,INE879A01019
1670,SHRENIK,EQ,4.2,4.2,4.1,4.15,4.2,4.1,1812661,7550023.35,04-JAN-2021,2267,INE632X01030
1671,SHREYANIND,EQ,92.0,94.0,91.05,92.85,93.2,91.35,62125,5761508.55,04-JAN-2021,1346,INE231C01019
1672,SHREYAS,EQ,65.7,68.9,65.65,68.9,68.9,65.65,119063,8080679.9,04-JAN-2021,608,INE757B01015
1674,SHRIRAMCIT,EQ,1085.05,1094.0,1069.1,1082.8,1087.0,1079.65,14470,15701260.4,04-JAN-2021,2689,INE722A01011
1675,SHRIRAMEPC,EQ,4.8,5.0,4.75,4.85,4.85,4.8,597899,2911680.8,04-JAN-2021,629,INE964H01014
1677,SHYAMCENT,EQ,6.55,6.7,6.5,6.7,6.7,6.4,108358,720941.95,04-JAN-2021,396,INE979R01011
1679,SICAGEN,EQ,15.6,16.6,15.1,16.3,16.5,15.85,46056,735759.65,04-JAN-2021,326,INE176J01011
1681,SIEMENS,EQ,1604.9,1617.35,1585.3,1598.45,1597.0,1601.55,243080,389042670.4,04-JAN-2021,15376,INE003A01024
1682,SIGIND,EQ,26.9,29.8,26.0,27.95,28.0,26.05,91161,2541932.55,04-JAN-2021,876,INE529F01035
1686,SILINV,EQ,214.7,216.6,208.0,212.25,213.0,215.05,5836,1240539.5,04-JAN-2021,213,INE923A01015
1689,SIMBHALS,EQ,8.2,8.2,7.55,8.0,7.85,7.9,47013,368889.7,04-JAN-2021,208,INE748T01016
1690,SIMPLEXINF,EQ,42.2,42.9,40.7,41.65,41.5,42.55,319856,13364712.05,04-JAN-2021,1560,INE059B01024
1691,SINTERCOM,EQ,78.05,82.7,78.0,78.2,79.75,79.9,5350,420517.45,04-JAN-2021,36,INE129Z01016
1693,SIRCA,EQ,297.5,308.55,272.2,304.45,307.95,292.45,92066,27544022.6,04-JAN-2021,1394,INE792Z01011
1694,SIS,EQ,433.0,433.2,423.0,423.7,423.25,429.1,375570,160028225.6,04-JAN-2021,8334,INE285J01028
1696,SIYSIL,EQ,215.4,217.0,205.9,211.15,210.2,211.1,307570,65250192.3,04-JAN-2021,6023,INE076B01028
1697,SJVN,EQ,25.3,25.8,25.2,25.6,25.6,25.1,2370307,60585514.7,04-JAN-2021,4343,INE002L01015
1698,SKFINDIA,EQ,1744.0,1754.1,1724.3,1738.15,1737.0,1731.65,12303,21395340.4,04-JAN-2021,1709,INE640A01023
1699,SKIL,EQ,3.5,3.5,3.5,3.5,3.5,3.35,9650,33775.0,04-JAN-2021,16,INE429F01012
1700,SKIPPER,EQ,68.95,71.15,67.25,68.1,68.0,67.3,219671,15163599.25,04-JAN-2021,1455,INE439E01022
1701,SKMEGGPROD,EQ,59.4,59.95,58.1,59.2,59.1,58.5,65895,3887989.85,04-JAN-2021,792,INE411D01015
1703,SMLISUZU,EQ,475.55,486.0,475.55,477.5,478.0,474.9,17772,8538040.6,04-JAN-2021,983,INE294B01019
1705,SMSLIFE,EQ,625.9,635.95,606.05,618.1,617.0,618.4,12680,7909145.5,04-JAN-2021,950,INE320X01016
1706,SMSPHARMA,EQ,119.9,128.4,119.5,127.1,128.1,118.75,694743,86797464.85,04-JAN-2021,6225,INE812G01025
1708,SNOWMAN,EQ,65.9,66.4,61.55,62.7,62.8,64.7,6840660,435273478.3,04-JAN-2021,27587,INE734N01019
1709,SOBHA,EQ,409.0,412.2,395.15,401.7,404.8,406.25,366368,147130417.95,04-JAN-2021,8814,INE671H01015
1711,SOLARA,EQ,1210.0,1215.0,1197.05,1206.4,1206.0,1197.85,50137,60527492.0,04-JAN-2021,3009,INE624Z01016
1712,SOLARINDS,EQ,1095.0,1100.0,1090.0,1098.15,1099.9,1093.1,21272,23334535.45,04-JAN-2021,2845,INE343H01029
1713,SOMANYCERA,EQ,336.6,344.3,330.6,335.75,336.0,333.5,226073,75843171.15,04-JAN-2021,4550,INE355A01028
1715,SOMICONVEY,EQ,30.5,30.5,27.0,29.05,29.0,28.2,21924,630890.55,04-JAN-2021,229,INE323J01019
1716,SONATSOFTW,EQ,395.8,401.0,390.2,394.65,396.0,393.3,213115,84069587.15,04-JAN-2021,8561,INE269A01021
1717,SORILINFRA,EQ,138.4,142.0,133.4,136.7,137.0,136.7,156513,21618394.45,04-JAN-2021,2374,INE034H01016
1718,SOTL,EQ,729.55,729.95,719.5,719.95,720.0,719.45,13374,9674628.55,04-JAN-2021,642,INE035D01012
1719,SOUTHBANK,EQ,9.2,9.65,9.15,9.5,9.55,9.1,51249817,481463711.85,04-JAN-2021,50274,INE683A01023
1720,SOUTHWEST,EQ,41.0,43.3,41.0,42.8,43.3,42.3,19096,809408.55,04-JAN-2021,99,INE980Y01015
1721,SPAL,EQ,158.15,167.0,158.0,164.6,167.0,158.2,100108,16381186.25,04-JAN-2021,1702,INE212I01016
1722,SPANDANA,EQ,780.6,780.6,765.0,769.4,772.8,773.15,46260,35738364.3,04-JAN-2021,2410,INE572J01011
1723,SPARC,EQ,197.7,206.7,195.05,203.8,203.1,196.6,4836211,977344349.95,04-JAN-2021,49117,INE232I01014
1725,SPECIALITY,EQ,50.3,50.3,48.4,48.9,48.95,49.45,93116,4569480.7,04-JAN-2021,779,INE247M01014
1727,SPENCERS,EQ,92.05,92.05,86.15,87.65,87.0,91.15,1902408,169578756.85,04-JAN-2021,11969,INE020801028
1729,SPIC,EQ,24.6,24.75,24.0,24.25,24.25,24.4,380167,9253516.45,04-JAN-2021,1394,INE147A01011
1730,SPICEJET,EQ,97.0,97.2,94.35,95.25,95.25,94.6,5396883,517180274.45,04-JAN-2021,28418,INE285B01017
1731,SPLIL,EQ,34.6,36.9,31.8,36.15,36.5,33.45,190485,6758256.65,04-JAN-2021,1220,INE978G01016
1735,SREEL,EQ,147.15,150.95,146.75,147.15,146.75,147.15,25795,3814538.6,04-JAN-2021,319,INE099F01013
1748,SREINFRA,EQ,8.2,9.45,8.1,9.05,9.0,7.95,16769053,146790965.85,04-JAN-2021,16792,INE872A01014
1749,SRF,EQ,5715.0,5723.15,5625.0,5687.1,5689.95,5681.2,177035,1006101483.8,04-JAN-2021,15578,INE647A01010
1750,SRHHYPOLTD,EQ,254.0,257.0,241.5,248.45,248.95,252.45,37158,9243501.45,04-JAN-2021,1263,INE917H01012
1751,SRIPIPES,EQ,155.5,158.65,150.0,156.4,155.9,153.7,220069,34154770.45,04-JAN-2021,3371,INE943C01027
1752,SRPL,EQ,31.7,33.0,29.15,30.85,30.9,30.2,6535,202620.35,04-JAN-2021,67,INE008Z01012
1753,SRTRANSFIN,EQ,1084.0,1088.0,1063.6,1076.75,1076.7,1070.85,2201670,2368705680.0,04-JAN-2021,35866,INE721A01013
1772,SSWL,EQ,530.0,596.9,527.05,574.55,576.0,521.05,263463,146990477.4,04-JAN-2021,8822,INE802C01017
1774,STAR,EQ,888.0,946.0,878.05,936.7,945.0,881.4,2246022,2079263233.9,04-JAN-2021,53722,INE939A01011
1775,STARCEMENT,EQ,103.65,103.95,101.4,102.05,102.5,102.9,575417,58968273.1,04-JAN-2021,5486,INE460H01021
1776,STARPAPER,EQ,119.9,123.5,117.45,121.3,121.45,118.15,722824,87329709.95,04-JAN-2021,8750,INE733A01018
1777,STCINDIA,EQ,87.0,87.25,83.0,83.7,83.95,83.15,95329,8087001.45,04-JAN-2021,1377,INE655A01013
1778,STEELCITY,EQ,39.95,39.95,37.7,38.7,38.8,39.25,36007,1392822.6,04-JAN-2021,362,INE395H01011
1779,STEELXIND,EQ,50.0,52.65,48.65,52.05,52.65,48.95,387416,19890307.65,04-JAN-2021,2366,INE503B01013
1780,STEL,EQ,68.95,76.4,67.55,75.1,74.65,68.95,210147,15378423.45,04-JAN-2021,1508,INE577L01016
1781,STERTOOLS,EQ,198.5,201.5,196.4,198.65,199.0,196.0,15203,3026197.2,04-JAN-2021,498,INE334A01023
1783,STLTECH,EQ,185.9,197.3,184.05,195.75,197.0,183.35,4061273,780008750.85,04-JAN-2021,41471,INE089C01029
1785,SUBEXLTD,EQ,29.1,29.35,28.25,28.7,28.75,28.85,3187306,91990761.4,04-JAN-2021,8534,INE754A01055
1786,SUBROS,EQ,346.3,349.6,340.95,346.4,346.7,344.9,96081,33244518.25,04-JAN-2021,3208,INE287B01021
1787,SUDARSCHEM,EQ,482.2,492.0,482.2,484.45,485.0,481.25,97211,47247802.05,04-JAN-2021,3467,INE659A01023
1790,SUMICHEM,EQ,312.8,338.5,311.1,327.3,329.95,307.7,5265104,1724237425.65,04-JAN-2021,60293,INE258G01013
1792,SUMMITSEC,EQ,541.05,549.25,539.95,547.5,547.8,541.2,3317,1809472.55,04-JAN-2021,286,INE519C01017
1793,SUNCLAYLTD,EQ,2670.0,2688.8,2631.2,2652.2,2641.2,2649.5,53439,141793061.4,04-JAN-2021,4553,INE105A01035
1794,SUNDARAM,EQ,1.55,1.55,1.55,1.55,1.55,1.5,39207,60770.85,04-JAN-2021,41,INE108E01023
1795,SUNDARMFIN,EQ,1816.0,1851.0,1808.0,1835.2,1835.0,1839.95,56355,103089596.45,04-JAN-2021,6725,INE660A01013
1796,SUNDARMHLD,EQ,76.9,77.5,75.0,76.5,76.0,76.25,173191,13235897.6,04-JAN-2021,846,INE202Z01029
1797,SUNDRMBRAK,EQ,322.95,324.0,308.3,316.95,321.0,308.95,7980,2526694.25,04-JAN-2021,317,INE073D01013
1798,SUNDRMFAST,EQ,527.0,549.75,523.9,545.35,547.2,522.9,127536,68571391.55,04-JAN-2021,6959,INE387A01021
1799,SUNFLAG,EQ,64.95,72.6,64.5,71.1,70.8,64.05,9272728,649588352.55,04-JAN-2021,38203,INE947A01014
1800,SUNPHARMA,EQ,600.0,609.45,595.2,604.4,604.25,596.25,11329298,6835213567.15,04-JAN-2021,131121,INE044A01036
1801,SUNTECK,EQ,357.8,357.8,345.0,352.8,353.25,355.25,434954,153400216.2,04-JAN-2021,11826,INE805D01034
1802,SUNTV,EQ,481.6,497.4,474.3,495.6,494.5,478.4,3514752,1710378877.25,04-JAN-2021,28618,INE424H01027
1803,SUPERHOUSE,EQ,128.65,133.5,126.4,129.2,128.05,130.9,88727,11467513.95,04-JAN-2021,1985,INE712B01010
1804,SUPERSPIN,EQ,5.0,5.0,5.0,5.0,5.0,4.8,8835,44175.0,04-JAN-2021,18,INE662A01027
1805,SUPPETRO,EQ,368.0,368.0,354.1,356.2,355.5,363.45,53051,19082501.9,04-JAN-2021,1764,INE663A01017
1806,SUPRAJIT,EQ,199.85,203.5,199.1,202.0,201.55,199.85,81996,16566667.05,04-JAN-2021,2779,INE399C01030
1807,SUPREMEENG,EQ,25.0,26.0,25.0,25.9,26.0,25.0,40390,1036984.15,04-JAN-2021,119,INE319Z01013
1808,SUPREMEIND,EQ,1697.8,1730.0,1688.25,1722.7,1710.25,1687.2,73000,125503688.4,04-JAN-2021,9357,INE195A01028
1810,SURANASOL,EQ,12.05,12.75,12.05,12.75,12.75,10.65,225214,2805985.55,04-JAN-2021,398,INE272L01022
1811,SURANAT&P,EQ,7.3,7.6,7.0,7.6,7.6,6.95,2522745,18795315.65,04-JAN-2021,3748,INE130B01031
1813,SURYAROSNI,EQ,361.0,373.0,360.95,366.75,366.4,360.55,69486,25519079.5,04-JAN-2021,2235,INE335A01012
1814,SUTLEJTEX,EQ,46.0,46.5,43.8,44.95,45.75,45.7,208391,9357682.3,04-JAN-2021,1096,INE645H01027
1815,SUULD,EQ,137.9,137.9,137.9,137.9,137.9,125.4,4384,604553.6,04-JAN-2021,15,INE591Q01016
1816,SUVEN,EQ,92.4,93.45,90.0,90.35,90.3,91.3,718505,65521770.65,04-JAN-2021,7290,INE495B01038
